baseline,,a264e,,1jme,,k97c,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
800.0085449,0.001012751833,800.0085449,0.125538528,800.0085449,0.007140338421,800.0085449,0.01584948227,
799.0036011,0.000570953649,799.0036011,0.1259619892,799.0036011,0.008140858263,799.0036011,0.01599507779,
797.9984131,0.0005195832346,797.9984131,0.1251581609,797.9984131,0.006351839285,797.9984131,0.01567613147,
796.9927979,-3.696358908E-005,796.9927979,0.1256165057,796.9927979,0.007059190422,796.9927979,0.01566389389,
795.9866333,0.001309290645,795.9866333,0.1273635924,795.9866333,0.007955291308,795.9866333,0.01846493967,
795.0148926,-0.0002153696114,795.0148926,0.1260148138,795.0148926,0.008305579424,795.0148926,0.01618397795,
794.0080566,0.000726034923,794.0080566,0.1252405643,794.0080566,0.005509422161,794.0080566,0.01567758061,
793.0007935,0.001603382058,793.0007935,0.1267020702,793.0007935,0.006832087878,793.0007935,0.01569854096,
791.993103,0.002313783159,791.993103,0.1270847023,791.993103,0.009099091403,791.993103,0.01774201728,
790.9850464,0.0005450603203,790.9850464,0.1259040385,790.9850464,0.005760726985,790.9850464,0.01448061597,
790.0113525,0.001453883015,790.0113525,0.1259264946,790.0113525,0.00779802911,790.0113525,0.01738427952,
789.0025024,0.0005740381312,789.0025024,0.1268586069,789.0025024,0.00649136724,789.0025024,0.01607533358,
787.9932251,0.00194145774,787.9932251,0.1265473366,787.9932251,0.008166469634,787.9932251,0.01709279791,
786.9835815,0.001005979837,786.9835815,0.1253333837,786.9835815,0.006896203384,786.9835815,0.01618099585,
786.0083618,0.0009320919053,786.0083618,0.1247686818,786.0083618,0.007179523353,786.0083618,0.01536495611,
784.9979248,-0.001255981275,784.9979248,0.1257314682,784.9979248,0.006307107862,784.9979248,0.01507091429,
783.9870605,0.0002257066226,783.9870605,0.127225399,783.9870605,0.007528975606,783.9870605,0.01620071754,
783.0106812,0.00145764905,783.0106812,0.126057446,783.0106812,0.007471455727,783.0106812,0.01627789438,
781.9990845,-0.0003447160125,781.9990845,0.1261135489,781.9990845,0.006505372468,781.9990845,0.01569711976,
780.9869995,0.002526895842,780.9869995,0.1269035041,780.9869995,0.007602097932,780.9869995,0.01726415567,
780.0095825,0.00105745974,780.0095825,0.1274157614,780.0095825,0.007512408774,780.0095825,0.01608825475,
778.9967651,0.0008859961526,778.9967651,0.12675336,778.9967651,0.006320476998,778.9967651,0.01668286882,
777.9835815,4.980745871E-005,777.9835815,0.1263724267,777.9835815,0.005819201469,777.9835815,0.01638110541,
777.0048828,0.001161554013,777.0048828,0.1263704896,777.0048828,0.007429427002,777.0048828,0.01706277765,
775.9909668,-0.0003657699854,775.9909668,0.1247387379,775.9909668,0.007011282258,775.9909668,0.01579643413,
775.0115967,0.0002525133605,775.0115967,0.126320973,775.0115967,0.006852651946,775.0115967,0.01580502465,
773.9967651,9.809301264E-005,773.9967651,0.1267404407,773.9967651,0.006361268926,773.9967651,0.01524651702,
773.0167236,0.0005522138672,773.0167236,0.1269852221,773.0167236,0.008223738521,773.0167236,0.0159888193,
772.0011597,-0.0003010012442,772.0011597,0.1254261434,772.0011597,0.007222765125,772.0011597,0.01621665247,
770.9852905,0.0002568647615,770.9852905,0.1259075999,770.9852905,0.006451797672,770.9852905,0.01560034975,
770.0040283,-0.0003818571859,770.0040283,0.1264818907,770.0040283,0.008016224019,770.0040283,0.01582032628,
768.9873657,-0.001165839145,768.9873657,0.1247773096,768.9873657,0.005923892371,768.9873657,0.01561905257,
768.0054321,0.0006038992433,768.0054321,0.1265317798,768.0054321,0.007081396878,768.0054321,0.01522346027,
766.9879761,0.0007554137846,766.9879761,0.1277072281,766.9879761,0.006976294797,766.9879761,0.01566644385,
766.0053101,0.0007780262385,766.0053101,0.1265795231,766.0053101,0.006750366185,766.0053101,0.01583772339,
764.9869995,0.00114930328,764.9869995,0.1257189512,764.9869995,0.007818560116,764.9869995,0.01644298993,
764.0036011,-0.000948460889,764.0036011,0.1251309216,764.0036011,0.006997997407,764.0036011,0.01538474858,
762.9846191,0.00126512791,762.9846191,0.1261017472,762.9846191,0.007643800694,762.9846191,0.0165574532,
762.0004272,-0.0004635255609,762.0004272,0.1247045174,762.0004272,0.006928553805,762.0004272,0.01469643787,
761.0158691,0.0005361185176,761.0158691,0.1266608685,761.0158691,0.006968377158,761.0158691,0.01521367487,
759.9957886,0.001935737324,759.9957886,0.1276191175,759.9957886,0.008716283366,759.9957886,0.0175059177,
759.010498,0.0007272536168,759.010498,0.1279211044,759.010498,0.007155127823,759.010498,0.0166679658,
757.989624,0.0006400878774,757.989624,0.12823838,757.989624,0.007664350793,757.989624,0.01623484306,
757.0036621,0.0006131016416,757.0036621,0.1269282252,757.0036621,0.008187967353,757.0036621,0.01581342705,
756.0172729,0.0008817422204,756.0172729,0.1268766969,756.0172729,0.008245793171,756.0172729,0.01656388119,
754.9952393,-0.0002132997615,754.9952393,0.1258399487,754.9952393,0.007527790498,754.9952393,0.01541344635,
754.0081177,0.000961873855,754.0081177,0.1270955205,754.0081177,0.007457945962,754.0081177,0.01512944978,
752.9854126,0.001313185319,752.9854126,0.1282223463,752.9854126,0.00791719649,752.9854126,0.01576757617,
751.9976196,0.001227822853,751.9976196,0.1280308366,751.9976196,0.007192971651,751.9976196,0.01601653732,
751.0093994,3.911546082E-005,751.0093994,0.1272150278,751.0093994,0.007129970472,751.0093994,0.01437558141,
749.9855347,0.0006591425044,749.9855347,0.1275523007,749.9855347,0.008336320519,749.9855347,0.01572253555,
748.9967041,0.0006423173472,748.9967041,0.1274235994,748.9967041,0.00779542001,748.9967041,0.01541379467,
748.0074463,0.001367168617,748.0074463,0.1268865168,748.0074463,0.007851296104,748.0074463,0.01693892106,
746.9824219,-6.72465394E-005,746.9824219,0.1250811666,746.9824219,0.006737509742,746.9824219,0.01467482932,
745.9924927,0.0008001989918,745.9924927,0.1280591339,745.9924927,0.007327242289,745.9924927,0.01636672392,
745.0021362,0.0004866180825,745.0021362,0.1280152947,745.0021362,0.007467637304,745.0021362,0.01640548743,
744.0114746,-0.0001955503394,744.0114746,0.1272925436,744.0114746,0.006439186633,744.0114746,0.01565090567,
742.9850464,3.378250403E-005,742.9850464,0.1271061003,742.9850464,0.006684668828,742.9850464,0.0156853646,
741.9935913,-8.50012002E-005,741.9935913,0.1288347095,741.9935913,0.007773756981,741.9935913,0.0168236047,
741.0018921,0.0001187033849,741.0018921,0.1272433102,741.0018921,0.006568309851,741.0018921,0.01510071661,
740.0097656,-5.316652459E-005,740.0097656,0.1269347817,740.0097656,0.006698759273,740.0097656,0.01505274419,
739.017334,0.002000486245,739.017334,0.1275534779,739.017334,0.007433666382,739.017334,0.01604452357,
737.9890747,-0.0005499873077,737.9890747,0.127598241,737.9890747,0.006958723534,737.9890747,0.01525769662,
736.9959106,-0.0003989782999,736.9959106,0.1274196804,736.9959106,0.00671011582,736.9959106,0.01529300958,
736.0024414,0.0001061972216,736.0024414,0.1279473901,736.0024414,0.007953709923,736.0024414,0.01634788141,
735.0085449,-0.0005924361758,735.0085449,0.1272731125,735.0085449,0.006809394341,735.0085449,0.01595277898,
734.0143433,-0.0006908127107,734.0143433,0.1281131655,734.0143433,0.00665693637,734.0143433,0.01517450903,
732.9842529,-0.0002818067442,732.9842529,0.1269030869,732.9842529,0.008104645647,732.9842529,0.01561290771,
731.9893799,-0.0001275990799,731.9893799,0.1276977062,731.9893799,0.00760573335,731.9893799,0.0160814058,
730.9941406,0.0003049142833,730.9941406,0.1271109134,730.9941406,0.006940021645,730.9941406,0.01536358893,
729.9984741,1.426340259E-005,729.9984741,0.1274782121,729.9984741,0.006934077013,729.9984741,0.01536425948,
729.0025024,3.616420508E-005,729.0025024,0.1261407435,729.0025024,0.008156182244,729.0025024,0.01521732099,
728.0062866,0.0002931021736,728.0062866,0.1281550527,728.0062866,0.006762776058,728.0062866,0.01593006216,
727.0096436,0.0001772256073,727.0096436,0.1269023269,727.0096436,0.008196646348,727.0096436,0.01612973399,
726.0126343,-6.657360791E-005,726.0126343,0.128144592,726.0126343,0.008099608123,726.0126343,0.0155237224,
725.0152588,0.0006382472347,725.0152588,0.1285175532,725.0152588,0.008137007244,725.0152588,0.01595981605,
724.0177002,0.0005662880722,724.0177002,0.1270729303,724.0177002,0.007247138303,724.0177002,0.01670301706,
722.9840088,0.000263469643,722.9840088,0.128272742,722.9840088,0.008001827635,722.9840088,0.01633108221,
721.9855957,-0.0001701927686,721.9855957,0.1287417263,721.9855957,0.007632525172,721.9855957,0.01603805088,
720.9869385,0.0001937997004,720.9869385,0.1282598674,720.9869385,0.007286622189,720.9869385,0.01555591729,
719.987854,-0.0007908723783,719.987854,0.1288611442,719.987854,0.007200262044,719.987854,0.01569693163,
718.9885254,0.0007239346742,718.9885254,0.1291209608,718.9885254,0.008546944708,718.9885254,0.01708474755,
717.9887695,0.0004289869685,717.9887695,0.1286136955,717.9887695,0.007944956422,717.9887695,0.01631702483,
716.9887085,0.0001960528025,716.9887085,0.1274957806,716.9887085,0.008703791536,716.9887085,0.01617169939,
715.9882813,0.0003868568456,715.9882813,0.1275431663,715.9882813,0.008350860327,715.9882813,0.01663552783,
714.9875488,0.0008536516689,714.9875488,0.1277701706,714.9875488,0.009042657912,714.9875488,0.01680576429,
713.9865112,-0.0007577456417,713.9865112,0.1274737716,713.9865112,0.00738913985,713.9865112,0.01652335562,
712.9850464,0.000151873639,712.9850464,0.1271803975,712.9850464,0.00818197988,712.9850464,0.01619897038,
711.9833374,0.0004329773656,711.9833374,0.1286088228,711.9833374,0.008699038066,711.9833374,0.01642298885,
711.0170288,0.0004546401615,711.0170288,0.1273523718,711.0170288,0.00853324309,711.0170288,0.01696648449,
710.0146484,-0.0001510959992,710.0146484,0.1278167665,710.0146484,0.00788830407,710.0146484,0.01677697338,
709.0119019,-4.664401058E-005,709.0119019,0.1269093901,709.0119019,0.008691775613,709.0119019,0.01618279517,
708.0087891,-0.0001633615029,708.0087891,0.1288051009,708.0087891,0.008246980608,708.0087891,0.01670116186,
707.0053711,0.0007267090841,707.0053711,0.1289551854,707.0053711,0.009074085392,707.0053711,0.01751680672,
706.0015869,0.0009491618257,706.0015869,0.1276965588,706.0015869,0.009106016718,706.0015869,0.01709263586,
704.9974976,0.0008031035541,704.9974976,0.1289388537,704.9974976,0.008086922579,704.9974976,0.01769957505,
703.993103,-0.0003194706223,703.993103,0.1280934811,703.993103,0.008249249309,703.993103,0.01743070409,
702.9883423,-0.0003565105144,702.9883423,0.1282229424,702.9883423,0.008090904914,702.9883423,0.01550663356,
701.9832764,0.000399060169,701.9832764,0.1262134761,701.9832764,0.007678631227,701.9832764,0.01652117819,
701.0137329,0.000347166002,701.0137329,0.1275794506,701.0137329,0.008054934442,701.0137329,0.01663076691,
700.0079956,0.0002965473395,700.0079956,0.1274528652,700.0079956,0.008552831598,700.0079956,0.01643228903,
699.0019531,-0.0001316878333,699.0019531,0.1276525855,699.0019531,0.008451781236,699.0019531,0.0171541106,
697.9956055,0.0004300234432,697.9956055,0.1288452893,697.9956055,0.008374636993,697.9956055,0.01703520864,
696.9887695,0.0003049401857,696.9887695,0.1272433698,696.9887695,0.008278666995,696.9887695,0.01717126556,
696.0177612,0.0006506650243,696.0177612,0.1301602125,696.0177612,0.009541161358,696.0177612,0.0179294385,
695.0103149,0.0003607413091,695.0103149,0.1285955608,695.0103149,0.008052429184,695.0103149,0.01627883501,
694.0026855,0.0006661164807,694.0026855,0.1285678446,694.0026855,0.009231863543,694.0026855,0.01732482016,
692.9946289,-0.000710454362,692.9946289,0.1285088658,692.9946289,0.007815871388,692.9946289,0.01642645523,
691.9862671,0.000301520864,691.9862671,0.1280664057,691.9862671,0.008853113279,691.9862671,0.0162350852,
691.0135498,-3.163150177E-005,691.0135498,0.1264473647,691.0135498,0.007964492775,691.0135498,0.0167065952,
690.0046387,0.0003672441526,690.0046387,0.1292517334,690.0046387,0.009549919516,690.0046387,0.01696713082,
688.9952393,0.001064985059,688.9952393,0.1290130466,688.9952393,0.009595171548,688.9952393,0.01773603074,
687.9856567,0.0004632952332,687.9856567,0.1276879907,687.9856567,0.008429451846,687.9856567,0.01559525169,
687.0116577,0.0007952197338,687.0116577,0.129536137,687.0116577,0.008687550202,687.0116577,0.01658367366,
686.0014038,-7.206056034E-005,686.0014038,0.1289058328,686.0014038,0.007917064242,686.0014038,0.01656218618,
684.9907837,0.000983978156,684.9907837,0.128816843,684.9907837,0.008938455023,684.9907837,0.01683404483,
684.0159302,6.471540473E-006,684.0159302,0.1283265203,684.0159302,0.008347561583,684.0159302,0.0173016265,
683.0046997,-0.0001250629866,683.0046997,0.1291215569,683.0046997,0.008457773365,683.0046997,0.01617494971,
681.993103,0.0002496124653,681.993103,0.1273179203,681.993103,0.009200477973,681.993103,0.01590661891,
681.017395,0.0001779507147,681.017395,0.1273414046,681.017395,0.008393426426,681.017395,0.01671472006,
680.005127,-0.0005984334857,680.005127,0.1277884096,680.005127,0.008181267418,680.005127,0.01608363539,
678.9926758,-0.000414960843,678.9926758,0.1291631311,678.9926758,0.008095520549,678.9926758,0.01614706218,
678.0159302,0.0007178413216,678.0159302,0.1284762472,678.0159302,0.008394825272,678.0159302,0.01687443629,
677.0028076,0.001052503474,677.0028076,0.1304600686,677.0028076,0.008902651258,677.0028076,0.01760464907,
675.9893188,7.005307998E-005,675.9893188,0.1288251579,675.9893188,0.008487521671,675.9893188,0.01684841327,
675.0117188,0.0008960865089,675.0117188,0.1286867857,675.0117188,0.009466997348,675.0117188,0.01677183434,
673.9976196,0.001452688244,673.9976196,0.1302694529,673.9976196,0.008998468518,673.9976196,0.01763201132,
672.9832153,-4.933585296E-005,672.9832153,0.1301317066,672.9832153,0.007738497574,672.9832153,0.01788781583,
672.0046997,-0.0001554433111,672.0046997,0.1296327412,672.0046997,0.008315395564,672.0046997,0.0163001474,
670.989624,0.0006311959587,670.989624,0.1268368065,670.989624,0.008584777825,670.989624,0.01807951182,
670.0105591,0.0002273123973,670.0105591,0.1276635975,670.0105591,0.008969874121,670.0105591,0.01691709459,
668.994873,0.0002151915833,668.994873,0.1308694929,668.994873,0.009580378421,668.994873,0.01736345328,
668.0151367,-0.0004308910866,668.0151367,0.1295797825,668.0151367,0.007260141429,668.0151367,0.01670686342,
666.9988403,0.001602784498,666.9988403,0.131773144,666.9988403,0.009889103472,666.9988403,0.01769108139,
665.9822998,0.0009755981155,665.9822998,0.1304044873,665.9822998,0.009884627536,665.9822998,0.01688977703,
665.0016479,-0.000261369627,665.0016479,0.1300501078,665.0016479,0.008052059449,665.0016479,0.01635755785,
663.984436,0.00176002807,663.984436,0.1324909031,663.984436,0.01022142265,663.984436,0.01750942133,
663.0032349,1.320186357E-006,663.0032349,0.1304604113,663.0032349,0.008338563144,663.0032349,0.01698524505,
661.9853516,0.0002556733089,661.9853516,0.1279316694,661.9853516,0.007730934769,661.9853516,0.01725987345,
661.0036011,0.0001081391529,661.0036011,0.1282436252,661.0036011,0.008074554615,661.0036011,0.01543487702,
659.9850464,-0.0001283754245,659.9850464,0.1288439631,659.9850464,0.008133498952,659.9850464,0.01707895845,
659.0027466,0.0002060494007,659.0027466,0.1284956336,659.0027466,0.008693729527,659.0027466,0.01701361872,
657.9836426,-0.0002007251751,657.9836426,0.1300283223,657.9836426,0.008523422293,657.9836426,0.01647579111,
657.0007324,0.000229695157,657.0007324,0.1316524148,657.0007324,0.008918927982,657.0007324,0.01709215157,
656.0174561,-0.0006946894573,656.0174561,0.1299871802,656.0174561,0.008132760413,656.0174561,0.01744072884,
654.9974365,0.000547652191,654.9974365,0.1312223226,654.9974365,0.00892183464,654.9974365,0.017502442,
654.0136108,1.423751564E-005,654.0136108,0.1307631284,654.0136108,0.008568778634,654.0136108,0.01727172546,
652.993042,0.001421703957,652.993042,0.1325034052,652.993042,0.009981403127,652.993042,0.0172159709,
652.0085449,0.0003580987686,652.0085449,0.1306211054,652.0085449,0.00970262941,652.0085449,0.01716779172,
650.9873657,0.001325933961,650.9873657,0.13037467,650.9873657,0.009421838447,650.9873657,0.01725626364,
650.0023804,0.0003619848867,650.0023804,0.1306004375,650.0023804,0.008996328339,650.0023804,0.0180146955,
649.0170898,0.0005264771753,649.0170898,0.1313209385,649.0170898,0.008986232802,649.0170898,0.01771960966,
647.9949951,0.001109880046,647.9949951,0.1317794174,647.9949951,0.008955683559,647.9949951,0.01771623828,
647.0090942,6.081039828E-005,647.0090942,0.131981045,647.0090942,0.009407845326,647.0090942,0.01676505432,
645.9864502,0.0001356377616,645.9864502,0.1299086958,645.9864502,0.00951472763,645.9864502,0.0172849521,
644.9998779,0.00106231228,644.9998779,0.1315046847,644.9998779,0.00873255264,644.9998779,0.01708143577,
644.0131836,0.0008725341177,644.0131836,0.1303345561,644.0131836,0.008686704561,644.0131836,0.01624000259,
642.989624,-0.0003005873587,642.989624,0.1306715906,642.989624,0.009217743762,642.989624,0.01721955277,
642.0022583,0.0006165493978,642.0022583,0.1321269274,642.0022583,0.00992755685,642.0022583,0.01766018383,
641.0147095,-0.0001271850197,641.0147095,0.13089104,641.0147095,0.008110473864,641.0147095,0.01724492386,
639.9902344,0.0008782924269,639.9902344,0.130240202,639.9902344,0.00948527921,639.9902344,0.01716302522,
639.0020142,0.0009119357564,639.0020142,0.1301000267,639.0020142,0.00984233804,639.0020142,0.01747134142,
638.0136108,0.0007003656938,638.0136108,0.1320895255,638.0136108,0.009488031268,638.0136108,0.01712077484,
636.9881592,0.0003788769245,636.9881592,0.1316597313,636.9881592,0.008812957443,636.9881592,0.01750890911,
635.9991455,0.0004317595158,635.9991455,0.1290948242,635.9991455,0.008832400665,635.9991455,0.01707031578,
635.0098877,-0.0001690024801,635.0098877,0.1310173422,635.0098877,0.009823829867,635.0098877,0.01778176613,
633.9835815,-0.0003355595691,633.9835815,0.1307288855,633.9835815,0.009706600569,633.9835815,0.0176748503,
632.9937744,-0.0001205083463,632.9937744,0.1307942271,632.9937744,0.008885953575,632.9937744,0.01724010333,
632.0036011,-1.242508733E-005,632.0036011,0.1314002424,632.0036011,0.009486072697,632.0036011,0.0170018822,
631.0131226,0.0008666462381,631.0131226,0.1346051395,631.0131226,0.009020087309,631.0131226,0.01850213483,
629.9857788,-0.0004767131177,629.9857788,0.1330456287,629.9857788,0.009156139567,629.9857788,0.01793413423,
628.994751,2.847465794E-006,628.994751,0.1320489645,628.994751,0.009421071969,628.994751,0.01794605702,
628.003418,0.0002027862356,628.003418,0.1311435401,628.003418,0.009304691106,628.003418,0.01814107224,
627.0119019,0.0006619165652,627.0119019,0.1335519403,627.0119019,0.01015882846,627.0119019,0.01897322014,
625.9833984,0.0003705862619,625.9833984,0.1324756593,625.9833984,0.009321379475,625.9833984,0.01806294173,
624.9912109,-0.0002920508268,624.9912109,0.1324045509,624.9912109,0.00914093852,624.9912109,0.01798620261,
623.9988403,0.00020941619,623.9988403,0.1320208609,623.9988403,0.009071045555,623.9988403,0.01815238036,
623.0061646,-0.0003504063934,623.0061646,0.1301178038,623.0061646,0.008668271825,623.0061646,0.01719711907,
622.0132446,0.0004429276159,622.0132446,0.1308884472,622.0132446,0.008959648199,622.0132446,0.01670600288,
620.9832153,0.0006643535453,620.9832153,0.1320158094,620.9832153,0.008924978785,620.9832153,0.01824559085,
619.9897461,0.00057626731,619.9897461,0.1338395625,619.9897461,0.009813820943,619.9897461,0.01801453345,
618.9959717,-0.0001234585216,618.9959717,0.1316436827,618.9959717,0.00954092294,618.9959717,0.01763481461,
618.0018921,-0.0004091679002,618.0018921,0.1323268563,618.0018921,0.009432658553,618.0018921,0.01844141446,
617.0076294,0.0004442232312,617.0076294,0.1335442662,617.0076294,0.009053917602,617.0076294,0.01779060997,
616.0130615,0.0005065990263,616.0130615,0.1322369576,616.0130615,0.01037577353,616.0130615,0.01835834235,
615.0182495,0.0005509697949,615.0182495,0.1319968998,615.0182495,0.009749723598,615.0182495,0.01775509492,
613.9862061,0.0007027251413,613.9862061,0.1324538141,613.9862061,0.009052966721,613.9862061,0.017253194,
612.9907837,0.00087834429,612.9907837,0.1341798753,612.9907837,0.00877402164,612.9907837,0.01917313226,
611.9951782,8.299834735E-005,611.9951782,0.1323529631,611.9951782,0.009738525376,611.9951782,0.01783616282,
610.9992065,7.067444676E-005,610.9992065,0.1326971352,610.9992065,0.00921160914,610.9992065,0.01838116162,
610.0030518,2.246960139E-005,610.0030518,0.1318303347,610.0030518,0.009751841426,610.0030518,0.01768501475,
609.0065308,0.00122307241,609.0065308,0.1345967799,609.0065308,0.01021514181,609.0065308,0.01874461211,
608.0097656,0.0005747639225,608.0097656,0.1333099753,608.0097656,0.01021023933,608.0097656,0.01860287599,
607.0128174,9.868852067E-005,607.0128174,0.1325708032,607.0128174,0.009572306648,607.0128174,0.01869342476,
606.0154419,0.0002523838484,606.0154419,0.1326041073,606.0154419,0.009745567106,606.0154419,0.01717603207,
605.0179443,0.0006823203294,605.0179443,0.1333975196,605.0179443,0.01033147518,605.0179443,0.01847536489,
603.9832153,0.0004977876088,603.9832153,0.1347839683,603.9832153,0.01047340129,603.9832153,0.01834683865,
602.9850464,0.001126048621,602.9850464,0.1362671554,602.9850464,0.01046210527,602.9850464,0.01842672192,
601.9867554,0.0005245592911,601.9867554,0.135023579,601.9867554,0.01051938627,601.9867554,0.01852236688,
600.9880981,0.0006275926135,600.9880981,0.1366268843,600.9880981,0.01086402591,600.9880981,0.01902974024,
599.9892578,0.0005725866067,599.9892578,0.1358039826,599.9892578,0.01045849919,599.9892578,0.01831613854,
598.9900513,0.0008872931357,598.9900513,0.1355766356,598.9900513,0.01019590162,598.9900513,0.01883389428,
597.9907227,0.0001675663079,597.9907227,0.1377810538,597.9907227,0.01031453628,597.9907227,0.01819599979,
596.9910278,0.001037635142,596.9910278,0.1383562535,596.9910278,0.01212509815,596.9910278,0.02011193149,
595.9910889,0.0008612512029,595.9910889,0.1374089718,595.9910889,0.01131690387,595.9910889,0.01961867511,
594.9909058,0.0007917187759,594.9909058,0.140457496,594.9909058,0.01196150295,594.9909058,0.02021597698,
593.9904175,0.0002292807621,593.9904175,0.1400743127,593.9904175,0.01087432355,593.9904175,0.02081820183,
