buffer,,bm3-wt-5_1000-sample8,,bm3-wt-5_100-sample49,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
800.0048218,0.002126136795,800.0048218,0.008074132726,800.0048218,0.01226303261,
799.0001831,-0.0009570878465,799.0001831,0.005664153025,799.0001831,0.01117926929,
797.9950562,-0.001569319633,797.9950562,0.00394311687,797.9950562,0.01096938271,
796.989563,-0.001373561216,796.989563,0.005333152134,796.989563,0.0111198565,
795.9837036,-0.0007001167396,795.9837036,0.006336052436,795.9837036,0.01214386523,
795.0120239,-0.002466696547,795.0120239,0.004480859265,795.0120239,0.01008681115,
794.0053101,-0.001242197934,794.0053101,0.004927544855,794.0053101,0.009664063342,
792.99823,-0.001096645254,792.99823,0.005000413861,792.99823,0.01070178021,
791.9907227,-0.000517204171,791.9907227,0.005888703745,791.9907227,0.01238652132,
790.9827881,-0.001094631269,790.9827881,0.00591252977,790.9827881,0.01167954039,
790.0092163,1.338325183E-005,790.0092163,0.005902059842,790.0092163,0.01227168646,
789.0005493,-0.0004068403505,789.0005493,0.004601997323,789.0005493,0.01073237229,
787.9914551,0.001071991515,787.9914551,0.00726795895,787.9914551,0.01498109009,
787.0167847,-0.0006501827738,787.0167847,0.00463967165,787.0167847,0.01133600716,
786.0068359,-0.0005742369103,786.0068359,0.005546756089,786.0068359,0.01164143719,
784.9966431,-0.0008115946548,784.9966431,0.006134163588,784.9966431,0.01118580345,
783.9859009,0.0002648424124,783.9859009,0.004463884979,783.9859009,0.01227381639,
783.0095825,0.000405952218,783.0095825,0.005899121054,783.0095825,0.01433389541,
781.9981689,-0.001808505855,781.9981689,0.004081194289,781.9981689,0.01087517291,
780.9863892,0.0004371491959,780.9863892,0.006635540165,780.9863892,0.01296298951,
780.0089722,0.0004558321671,780.0089722,0.008131811395,780.0089722,0.01449627336,
778.9963379,-0.0006235075998,778.9963379,0.005520537961,778.9963379,0.01213292405,
777.9832764,-0.0003721325193,777.9832764,0.004724660423,777.9832764,0.01237725187,
777.0048218,-0.0002821171656,777.0048218,0.006248830818,777.0048218,0.01248644013,
775.9910278,-0.0003685632837,775.9910278,0.004365507048,775.9910278,0.009899908677,
775.0117798,0.0006942726905,775.0117798,0.004986064043,775.0117798,0.01266910229,
773.9971924,0.0004927081754,773.9971924,0.005985931493,773.9971924,0.01279326621,
773.0172119,-0.001134909806,773.0172119,0.006073887926,773.0172119,0.01307552587,
772.0018921,-0.001073251129,772.0018921,0.005620620213,772.0018921,0.01125609037,
770.986145,-0.0006689474685,770.986145,0.005990524311,770.986145,0.01286277454,
770.0050049,-0.0003045710328,770.0050049,0.00489426963,770.0050049,0.01217368059,
768.9885254,-0.0002753394074,768.9885254,0.00608026702,768.9885254,0.01149553992,
768.0067139,0.001205991721,768.0067139,0.006669396069,768.0067139,0.01214466337,
766.9894409,-0.001026097452,766.9894409,0.005312791094,766.9894409,0.0120110251,
766.0068359,0.00129620498,766.0068359,0.006255947519,766.0068359,0.01329083741,
764.9888306,-0.001164806541,764.9888306,0.005222525448,764.9888306,0.01220847666,
764.0054321,0.0001676698885,764.0054321,0.005807867739,764.0054321,0.01318899915,
762.9866943,0.001045211917,762.9866943,0.007567062974,762.9866943,0.01369789708,
762.0026245,-0.0007415172877,762.0026245,0.00652313605,762.0026245,0.01281086262,
760.9830933,0.00114930328,760.9830933,0.006107411347,760.9830933,0.01418671664,
759.9983521,-0.0005058277748,759.9983521,0.005237328354,759.9983521,0.01287938654,
759.0131836,-0.001381354057,759.0131836,0.005285250954,759.0131836,0.01215810701,
757.9924927,-0.0009649914573,757.9924927,0.004710974172,757.9924927,0.01210119482,
757.0066528,-0.0001153325575,757.0066528,0.004361166619,757.0066528,0.01312392112,
755.9851685,-0.001054193941,755.9851685,0.006603132468,755.9851685,0.0127542913,
754.9985352,-0.0005753744044,754.9985352,0.005953939632,754.9985352,0.01389838941,
754.0115967,-0.001080842689,754.0115967,0.003534994787,754.0115967,0.01172796637,
752.9890137,-0.0003259890655,752.9890137,0.007108472288,752.9890137,0.01318392903,
752.0013428,-0.00150772254,752.0013428,0.004923146218,752.0013428,0.0129049588,
751.0133057,-0.0003842883452,751.0133057,0.006199594121,751.0133057,0.01348940562,
749.989624,-0.0001481460058,749.989624,0.006421374157,749.989624,0.01276636776,
749.0008545,-0.0008207410574,749.0008545,0.00483149616,749.0008545,0.01214879006,
748.0117798,-0.000936785771,748.0117798,0.005298195407,748.0117798,0.01256914157,
746.9869385,-0.0003659768845,746.9869385,0.005260018166,746.9869385,0.0134332804,
745.9970703,0.0005094757071,745.9970703,0.004507903475,745.9970703,0.01241296995,
745.006958,0.0003135922598,745.006958,0.005695441272,745.006958,0.01317453664,
744.0164185,0.0002380867227,744.0164185,0.005766052287,744.0164185,0.01250242442,
742.9901733,-0.0007344366168,742.9901733,0.005213093944,742.9901733,0.01297059096,
741.9989014,0.0002097528777,741.9989014,0.006193817127,741.9989014,0.01399066299,
741.0072632,0.0005066767335,741.0072632,0.005406036973,741.0072632,0.01441810094,
740.0153198,-0.0003813399235,740.0153198,0.00629016757,740.0153198,0.01425864175,
738.9876099,-0.0003292482288,738.9876099,0.006087906193,738.9876099,0.01317098737,
737.9949951,-0.001371858176,737.9949951,0.005597020034,737.9949951,0.01176131796,
737.0019531,-0.0006556106382,737.0019531,0.004567491356,737.0019531,0.01311498322,
736.0085449,0.0002758767223,736.0085449,0.006742373575,736.0085449,0.01483845897,
735.0148926,-0.0002559367858,735.0148926,0.004894688725,735.0148926,0.01319460291,
733.9852295,-0.0006776833325,733.9852295,0.005000780337,733.9852295,0.01274869312,
732.9909058,-0.0009325496503,732.9909058,0.005989815574,732.9909058,0.01389780082,
731.9960938,-0.00011678179,731.9960938,0.006902751978,731.9960938,0.01396326255,
731.0009766,-0.001803968917,731.0009766,0.005069811363,731.0009766,0.01270607114,
730.0055542,-0.0008467324078,730.0055542,0.005500220228,730.0055542,0.01335436571,
729.0097656,0.0004012106801,729.0097656,0.005864223,729.0097656,0.01373404451,
728.0136108,-0.0005968824844,728.0136108,0.006118306424,728.0136108,0.01325131115,
727.0171509,2.451470391E-005,727.0171509,0.006191821769,727.0171509,0.01436816994,
725.9846802,-0.001262382488,725.9846802,0.005648443941,725.9846802,0.01317715086,
724.9875488,-0.001654994208,724.9875488,0.004973233677,724.9875488,0.01264911424,
723.9899902,-0.000924593769,723.9899902,0.005630401894,723.9899902,0.01376998145,
722.9921265,-2.107066757E-005,722.9921265,0.004738792311,722.9921265,0.01411210373,
721.9938965,-0.0007838958409,721.9938965,0.005729801022,721.9938965,0.01320396923,
720.9953613,-0.0006000362337,720.9953613,0.005024819635,720.9953613,0.01372602861,
719.9963989,-0.001623377553,719.9963989,0.0058123013,719.9963989,0.01331096236,
718.9973145,-0.000626040739,718.9973145,0.005872802809,718.9973145,0.01478866767,
717.9976807,-0.001259439974,717.9976807,0.005543557461,717.9976807,0.01397742983,
716.9977417,-0.000878767285,716.9977417,0.004711994901,716.9977417,0.01338429097,
715.9974976,-0.0007934045861,715.9974976,0.005776151549,715.9974976,0.01419824455,
714.9968872,-1.967289063E-005,714.9968872,0.005303462036,714.9968872,0.01467424072,
713.9959717,8.882384282E-005,713.9959717,0.005929743871,713.9959717,0.01475489605,
712.9946899,-0.0002907573944,712.9946899,0.005373091903,712.9946899,0.01344756503,
711.9931641,-0.000818777422,711.9931641,0.005317953415,711.9931641,0.01408389304,
710.9911499,-0.0002326007816,710.9911499,0.006052809302,710.9911499,0.0138576841,
709.9889526,-4.229561091E-005,709.9889526,0.006413414143,709.9889526,0.01495212596,
708.9862671,-0.0003287309082,708.9862671,0.005870284047,708.9862671,0.01406488102,
707.9832764,-0.0002633875119,707.9832764,0.00521631632,707.9832764,0.01443437114,
707.0158691,-0.0005282183411,707.0158691,0.005532047711,707.0158691,0.01421517506,
706.0122681,-0.001145650167,706.0122681,0.005307157058,706.0122681,0.01460401341,
705.0083008,-0.001263053506,705.0083008,0.004914689809,705.0083008,0.01334705111,
704.0040894,-0.0009088882944,704.0040894,0.004926576279,704.0040894,0.01404790301,
702.9994507,0.0008103391738,702.9994507,0.005834942684,702.9994507,0.0151426373,
701.9945679,-0.001230479102,701.9945679,0.006381837185,701.9945679,0.01428097859,
700.9892578,-0.0003830468922,700.9892578,0.005520433187,700.9892578,0.0144876549,
699.9836426,-0.001270796638,699.9836426,0.005746116396,699.9836426,0.01372998301,
699.0136108,-0.001192532713,699.0136108,0.004580466542,699.0136108,0.01305077039,
698.0074463,-0.0008561881259,698.0074463,0.00592625374,698.0074463,0.01356132235,
697.0008545,-0.0005007082946,697.0008545,0.004922046792,697.0008545,0.0137432348,
695.9938965,-0.001340066083,695.9938965,0.005225852598,695.9938965,0.01299963612,
694.9866943,-0.001158145722,694.9866943,0.005224726163,694.9866943,0.01455625705,
694.0151367,-0.001724614878,694.0151367,0.00494291354,694.0151367,0.0129033858,
693.0072021,0.001150704804,693.0072021,0.00761584891,693.0072021,0.01644129679,
691.9990234,-0.0001771274401,691.9990234,0.005811540876,691.9990234,0.01479260437,
690.9904785,-0.001222167281,690.9904785,0.007022199687,690.9904785,0.0147711793,
690.0176392,-0.0009367341409,690.0176392,0.005819122773,690.0176392,0.01403282396,
689.0084839,-0.001167904469,689.0084839,0.006015799474,689.0084839,0.01321336161,
687.9990234,-0.000794954889,687.9990234,0.006166299805,687.9990234,0.01490379497,
686.9891357,-0.0008660053136,686.9891357,0.005422392394,686.9891357,0.01392348669,
686.0150146,-0.001248960616,686.0150146,0.006065015681,686.0150146,0.01352890115,
685.0045776,-0.0006925184862,685.0045776,0.005312109366,685.0045776,0.01605258323,
683.9938354,-0.001355755958,683.9938354,0.005706850439,683.9938354,0.01469116285,
682.9827271,0.0003592127759,682.9827271,0.006186648738,682.9827271,0.01435535308,
682.0073242,-0.001556732692,682.0073242,0.006217003334,682.0073242,0.01559305098,
680.9956055,-0.0003072095278,680.9956055,0.006223042961,680.9956055,0.01594668441,
679.9835815,-3.639414717E-005,679.9835815,0.006584104616,679.9835815,0.01556960028,
679.0073242,-0.0001204048313,679.0073242,0.006601397879,679.0073242,0.01548841782,
677.9945679,-0.0009153978899,677.9945679,0.005614248104,677.9945679,0.0146736782,
677.0177612,-0.001211686991,677.0177612,0.006167139858,677.0177612,0.01488973014,
676.0044556,-0.0003416121763,676.0044556,0.006000497844,676.0044556,0.01490574982,
674.9907837,-0.002547665033,674.9907837,0.006334975827,674.9907837,0.01478939038,
674.0130005,-0.000343733147,674.0130005,0.006909274496,674.0130005,0.01542562339,
672.9987793,-0.001217933954,672.9987793,0.005688071717,672.9987793,0.01592654362,
671.9841919,0.001518430072,671.9841919,0.008849334903,671.9841919,0.01694427803,
671.0054932,-0.001417323016,671.0054932,0.005880071316,671.0054932,0.01682427712,
669.9902344,-0.0005789936404,669.9902344,0.006738850847,669.9902344,0.01517855655,
669.0110474,0.0008794077439,669.0110474,0.006072076969,669.0110474,0.01627617516,
667.9951782,-0.0004547853605,667.9951782,0.005576908588,667.9951782,0.01610404998,
667.0153198,-0.0001314290566,667.0153198,0.006102764513,667.0153198,0.01610743627,
665.9989014,-0.0006949995877,665.9989014,0.006694027223,665.9989014,0.01762656681,
664.9820557,0.0003716484935,664.9820557,0.007456155494,664.9820557,0.01698904112,
664.0012817,0.0008121286519,664.0012817,0.008312518708,664.0012817,0.01768264361,
662.9838867,-0.0001834927534,662.9838867,0.006213379558,662.9838867,0.01650878228,
662.0026245,-2.039766332E-005,662.0026245,0.007548782509,662.0026245,0.0165016558,
660.9845581,-0.001260524034,660.9845581,0.006703859195,660.9845581,0.01693571918,
660.0025635,-0.001181432162,660.0025635,0.006338127889,660.0025635,0.01641833782,
658.9840088,0.0001224320004,658.9840088,0.006370515563,658.9840088,0.0169420708,
658.0014648,-0.001488323323,658.0014648,0.006666846108,658.0014648,0.01672580279,
656.9822388,0.0003901732271,656.9822388,0.007454311941,656.9822388,0.01750203781,
655.9991455,-0.0008764422964,655.9991455,0.005617657211,655.9991455,0.01703106426,
655.015686,-0.001416652231,655.015686,0.00641969312,655.015686,0.01697210968,
653.9955444,-0.001135116327,653.9955444,0.006561634596,653.9955444,0.01680232026,
653.0115356,-0.000160825628,653.0115356,0.007471903693,653.0115356,0.01793755963,
651.9907837,0.0006229523569,651.9907837,0.009031531401,651.9907837,0.01834740676,
651.0061646,0.0004458298208,651.0061646,0.007549467497,651.0061646,0.01944124326,
649.9848022,0.00131632702,649.9848022,0.008083441295,649.9848022,0.01768727973,
648.9996948,0.002312794328,648.9996948,0.008696634322,648.9996948,0.01922299527,
648.0142212,0.0003819341655,648.0142212,0.008075556718,648.0142212,0.01851882786,
646.9919434,0.0002827150165,646.9919434,0.008267427795,646.9919434,0.0183748696,
646.0059814,-0.0005154460086,646.0059814,0.007497844286,646.0059814,0.01863257028,
644.9830933,-0.0009463945171,644.9830933,0.007923443802,644.9830933,0.0178673435,
643.99646,-0.001029609586,643.99646,0.006826802157,643.99646,0.01815996505,
643.0095825,0.0003415702085,643.0095825,0.007998399436,643.0095825,0.01839593425,
641.9857788,-0.001174100442,641.9857788,0.006212959532,641.9857788,0.01718553901,
640.9983521,-0.0009485642076,640.9983521,0.007207842078,640.9983521,0.01776019111,
640.0105591,-0.0004069437855,640.0105591,0.006439317949,640.0105591,0.01759235747,
638.9859619,-0.0006990312831,638.9859619,0.006383597385,638.9859619,0.01815677993,
637.9976807,-0.0002590412623,637.9976807,0.007124654949,637.9976807,0.01761268266,
637.0090332,0.001475648722,637.0090332,0.008502171375,637.0090332,0.01990380883,
635.9835205,-0.0002597139101,635.9835205,0.007273802999,635.9835205,0.01808828115,
634.9943237,0.0002889576426,634.9943237,0.006909590214,634.9943237,0.0178193599,
634.0048828,0.0003367775644,634.0048828,0.007599042263,634.0048828,0.01806245558,
633.0151367,-0.000739398296,633.0151367,0.007125444245,633.0151367,0.0179396905,
631.9884644,-0.0005050003529,631.9884644,0.00815934781,631.9884644,0.01875410043,
630.9981689,1.716273619E-005,630.9981689,0.007849002257,630.9981689,0.02022530511,
630.0075684,2.938156831E-005,630.0075684,0.007283568848,630.0075684,0.01750187576,
629.0167236,0.001158569125,629.0167236,0.009521183558,629.0167236,0.02114469744,
627.9888916,-1.899988456E-005,627.9888916,0.00777728809,627.9888916,0.01766118221,
626.9974976,-0.001108729164,626.9974976,0.007124312688,626.9974976,0.018190898,
626.0057373,0.0005559462006,626.0057373,0.007506061811,626.0057373,0.01802081987,
625.0137939,-0.001291547669,625.0137939,0.006556720007,625.0137939,0.01802904904,
623.9848633,-0.0007419307949,623.9848633,0.006914192811,623.9848633,0.01852725632,
622.9922485,-0.001635549939,622.9922485,0.005725394469,622.9922485,0.01756685786,
621.9994507,0.001256508753,621.9994507,0.008899243549,621.9994507,0.01965030842,
621.0064087,-0.0003892022942,621.0064087,0.006669290829,621.0064087,0.018082669,
620.0130005,0.0007750958903,620.0130005,0.006922451779,620.0130005,0.01807419583,
618.982605,-0.001438686275,618.982605,0.006184810773,618.982605,0.01818933338,
617.9887695,-0.0007270456408,617.9887695,0.008036844432,617.9887695,0.01902343892,
616.9945068,0.001097085769,616.9945068,0.008649522439,616.9945068,0.01910217479,
616.000061,-0.001322930446,616.000061,0.007280357182,616.000061,0.01737929508,
615.0053711,0.0003349641338,615.0053711,0.008790292777,615.0053711,0.0191066917,
614.010376,-0.0005364399985,614.010376,0.006162099075,614.010376,0.01861754805,
613.0150757,0.0003258453507,613.0150757,0.007970293052,613.0150757,0.01969881915,
611.9827271,0.001227900735,611.9827271,0.008934676647,611.9827271,0.02086939476,
610.9869385,-0.0006596427411,610.9869385,0.007626018021,610.9869385,0.01986148022,
609.9908447,-0.0005877313088,609.9908447,0.00724229496,609.9908447,0.01919813082,
608.9945068,0.001984961098,608.9945068,0.009065759368,608.9945068,0.02052896656,
607.9978638,-0.0003609592095,607.9978638,0.008712506853,607.9978638,0.02007779852,
607.0009766,-0.0008011561004,607.0009766,0.008213846013,607.0009766,0.02057909407,
606.0038452,-0.0008067371673,606.0038452,0.008688632399,606.0038452,0.02097723447,
605.0064697,-0.0006352944765,605.0064697,0.006796483882,605.0064697,0.01932593435,
604.0087891,-0.0001359835878,604.0087891,0.008271622472,604.0087891,0.01953226514,
603.0108032,0.0005074801738,603.0108032,0.008390523493,603.0108032,0.01965036243,
602.0126343,0.0006930800737,602.0126343,0.008708360605,602.0126343,0.02149697952,
601.0140991,-0.001334027387,601.0140991,0.007273328956,601.0140991,0.01987166889,
600.0153809,-0.0008907539304,600.0153809,0.007352226414,600.0153809,0.02064228617,
599.0164185,-9.633688751E-005,599.0164185,0.007146548945,599.0164185,0.02123770863,
598.0170898,-1.506537228E-005,598.0170898,0.007925895974,598.0170898,0.02127011307,
597.0175781,0.0001429658441,597.0175781,0.008199548349,597.0175781,0.02122849412,
596.0177612,0.0003587982501,596.0177612,0.007019727025,596.0177612,0.0209494438,
595.0177612,-0.001219431055,595.0177612,0.007846972905,595.0177612,0.02089392208,
594.0174561,-0.00106509123,594.0174561,0.008491401561,594.0174561,0.02189062536,
593.0168457,-0.000106740612,593.0168457,0.00797372032,593.0168457,0.02172116004,
592.0160522,0.0001088900317,592.0160522,0.007461553905,592.0160522,0.02231536619,
591.0149536,0.0002587814524,591.0149536,0.008522419259,591.0149536,0.02271098457,
590.0135498,-0.001129952609,590.0135498,0.008411319926,590.0135498,0.02325031348,
589.0119629,-0.001004145714,589.0119629,0.008378806524,589.0119629,0.02350111492,
588.0100708,0.001604447258,588.0100708,0.01006264891,588.0100708,0.02590017207,
587.0079346,-0.0006820253911,587.0079346,0.007938629016,587.0079346,0.0234504845,
586.0055542,-0.0005109988851,586.0055542,0.00993764773,586.0055542,0.02542302571,
585.0029297,0.0007004953222,585.0029297,0.009529254399,585.0029297,0.02602202073,
584.000061,0.0002019057138,584.000061,0.009344970807,584.000061,0.02608938888,
582.9968262,-0.0007681335555,582.9968262,0.008440960199,582.9968262,0.02522899397,
581.9934692,-8.696814621E-005,581.9934692,0.008642735891,581.9934692,0.02684306726,
580.9897461,0.0003845768515,580.9897461,0.0091977017,580.9897461,0.02725460194,
579.9858398,0.0001073623789,579.9858398,0.009406628087,579.9858398,0.02911848761,
578.9816284,0.0007262682775,578.9816284,0.009397158399,578.9816284,0.02932783403,
578.0144043,-0.0008119563572,578.0144043,0.008774893358,578.0144043,0.02974444814,
577.0097046,-0.0004625429283,577.0097046,0.009406892583,577.0097046,0.0297287032,
576.0047607,0.001107751974,576.0047607,0.0101122465,576.0047607,0.03153152391,
574.9996338,-0.0006941208267,574.9996338,0.008819483221,574.9996338,0.03076269664,
573.9940796,-0.0009551764815,573.9940796,0.008184538223,573.9940796,0.03141969442,
572.9884033,-0.0001887712278,572.9884033,0.009366659448,572.9884033,0.03173939139,
571.9824829,-0.0005574329407,571.9824829,0.008529520594,571.9824829,0.03131746501,
571.0135498,-0.0006303833215,571.0135498,0.009277028963,571.0135498,0.03234590963,
570.0070801,5.565518677E-006,570.0070801,0.009692650288,570.0070801,0.03273472562,
569.0004272,-0.0001427635289,569.0004272,0.01016277727,569.0004272,0.03281886131,
567.9934692,0.001625700854,567.9934692,0.0113609843,567.9934692,0.03447590768,
566.9863281,0.0001619987161,566.9863281,0.01084120013,566.9863281,0.03320676088,
566.0161133,0.0009677630733,566.0161133,0.01073433552,566.0161133,0.03313375264,
565.0084839,0.0006899687578,565.0084839,0.0106935557,565.0084839,0.0331370756,
564.0004883,9.278522339E-005,564.0004883,0.01051978394,564.0004883,0.0326828137,
562.9923706,0.0002135858667,562.9923706,0.00981771294,562.9923706,0.03268130496,
561.9838867,0.001484090346,561.9838867,0.01091148425,561.9838867,0.03331032768,
561.0126343,-0.0001399687608,561.0126343,0.01012008917,561.0126343,0.03244386241,
560.0036621,-0.0003128486569,560.0036621,0.01017684769,560.0036621,0.03272939473,
558.9945679,-0.0008863106486,558.9945679,0.009358989075,558.9945679,0.03247993067,
557.9851074,0.0001400138863,557.9851074,0.009536927566,557.9851074,0.03220621869,
557.0129395,0.001379918889,557.0129395,0.01171536092,557.0129395,0.03317504749,
556.0029907,0.0006349289906,556.0029907,0.01126413979,556.0029907,0.03334314376,
554.9928589,0.0009171238635,554.9928589,0.01077652629,554.9928589,0.03291343153,
553.9825439,-0.001092927065,553.9825439,0.01095900219,553.9825439,0.03278251365,
553.0093384,-0.0006606249372,553.0093384,0.01014526188,553.0093384,0.03225924447,
551.9984131,-0.0004540612863,551.9984131,0.009289273061,551.9984131,0.03201409429,
550.9873657,0.0006889057695,550.9873657,0.01115977392,550.9873657,0.0333856605,
550.0135498,0.0008978503756,550.0135498,0.01009687968,550.0135498,0.03356178105,
549.0018921,-0.001116681611,549.0018921,0.009287818335,549.0018921,0.03369318321,
547.9900513,-0.001959386514,547.9900513,0.01108525414,547.9900513,0.03483611718,
547.0155029,7.546415145E-005,547.0155029,0.01088512689,547.0155029,0.03412268683,
546.0032959,-0.0005190140218,546.0032959,0.01070836,546.0032959,0.03402527794,
544.9907227,0.0001082945091,544.9907227,0.01034952793,544.9907227,0.03503070027,
544.0155029,6.798187678E-005,544.0155029,0.01072409377,544.0155029,0.03583481535,
543.0025024,-0.0001095873595,543.0025024,0.01113892533,543.0025024,0.03450827673,
541.9892578,-0.0001077240377,541.9892578,0.01129062753,541.9892578,0.0352428332,
541.0133057,0.0001111167876,541.0133057,0.01019219123,541.0133057,0.03366028517,
539.9996338,-0.0004035817692,539.9996338,0.009522744454,539.9996338,0.03334188461,
538.9857178,0.0002930762421,538.9857178,0.01139465254,538.9857178,0.03525521234,
538.0090942,-0.001114771003,538.0090942,0.0108694667,538.0090942,0.03553386405,
536.9946289,-0.0002185261255,536.9946289,0.01099436451,536.9946289,0.03530774638,
536.0175781,-2.158836105E-005,536.0175781,0.0101137301,536.0175781,0.03403843567,
535.0028076,0.0005593416281,535.0028076,0.01274272241,535.0028076,0.03706408665,
533.9876709,0.0001794009295,533.9876709,0.01166457031,533.9876709,0.03629354388,
533.0099487,-0.000255160674,533.0099487,0.009467579424,533.0099487,0.03351586312,
531.9943848,0.0002789073042,531.9943848,0.0109172184,531.9943848,0.03438842297,
531.0162354,-0.0002538671251,531.0162354,0.01049482822,531.0162354,0.03493589535,
530.0001831,-0.00117265468,530.0001831,0.01188737713,530.0001831,0.03702549264,
528.9839478,-0.0004904691014,528.9839478,0.01061569341,528.9839478,0.03512693197,
528.005127,0.0004488874984,528.005127,0.01034213137,528.005127,0.03321254253,
526.9884033,-0.001467117341,526.9884033,0.01018047892,526.9884033,0.03354421631,
526.0090942,-0.000717742194,526.0090942,0.0106782997,526.0090942,0.03342974558,
524.9918823,-0.0003452333331,524.9918823,0.01018246636,524.9918823,0.03282288462,
524.0122681,0.0007279277779,524.0122681,0.01222628821,524.0122681,0.03453820944,
522.9945679,0.0001192989293,522.9945679,0.01258345041,522.9945679,0.03491331264,
522.0144653,0.0005933232023,522.0144653,0.01229645126,522.0144653,0.03460884839,
520.9963989,-0.0005419210065,520.9963989,0.0120178638,520.9963989,0.03368546069,
520.0158081,0.002568296855,520.0158081,0.01490695588,520.0158081,0.03586855158,
518.9973145,0.0008640005835,518.9973145,0.01332687121,518.9973145,0.03399059549,
518.0162964,-3.799893966E-005,518.0162964,0.01276857965,518.0162964,0.03352724388,
516.9973145,0.0006969172973,516.9973145,0.01277753711,516.9973145,0.03298500553,
516.0158081,0.000552317535,516.0158081,0.01303900592,516.0158081,0.03343030438,
514.99646,-0.001308994251,514.99646,0.0124798594,514.99646,0.03226080537,
514.0145874,-0.0007077149348,514.0145874,0.01353274658,514.0145874,0.03342295066,
512.994751,-0.0005951246712,512.994751,0.01371683832,512.994751,0.03260509297,
512.0124512,0.001313470886,512.0124512,0.01497535594,512.0124512,0.03403093293,
510.9921265,4.584647104E-005,510.9921265,0.0140959518,510.9921265,0.03251058981,
510.0094299,0.0004268104094,510.0094299,0.0143386852,510.0094299,0.03253667429,
508.988678,0.0009097048896,508.988678,0.01492940634,508.988678,0.03301366046,
508.0055542,0.0007827978116,508.0055542,0.01555041689,508.0055542,0.03336555883,
506.9844055,-0.000562034722,506.9844055,0.01470913086,506.9844055,0.03285326064,
506.0007935,-0.0004540095688,506.0007935,0.014974338,506.0007935,0.0322672464,
505.0170288,-0.0003101066977,505.0170288,0.01530488767,505.0170288,0.03300262988,
503.9952087,-0.0008533462533,503.9952087,0.01461817604,503.9952087,0.03134929389,
503.0110168,-0.00225414033,503.0110168,0.01553520467,503.0110168,0.03233060241,
501.988739,-0.0009175160667,501.988739,0.01578940079,501.988739,0.03216894343,
501.0041199,0.000517872686,501.0041199,0.0164915733,501.0041199,0.03270530701,
499.9814148,-0.0006351910997,499.9814148,0.01697652414,499.9814148,0.03332019597,
498.9963989,-0.0009912840324,498.9963989,0.0173007641,498.9963989,0.03280004486,
498.0111389,-0.0002536084212,498.0111389,0.01649802737,498.0111389,0.03228863329,
496.9878845,-0.001468716888,496.9878845,0.01710195281,496.9878845,0.03305083886,
496.0021667,-0.0001775932033,496.0021667,0.0165423397,496.0021667,0.03221374378,
495.0163269,-0.002202169737,495.0163269,0.01758963428,495.0163269,0.03270123154,
493.9924011,-0.0009198408807,493.9924011,0.01794527471,493.9924011,0.03392089531,
