blank,,bm3-a82f-heme-20in1000-tube-53,,bm3-a82f-heme-20in1000-tube-54,,bm3-a82f-heme-20in1000-tube-55,,bm3-a82f-heme-20in1000-tube-57,,bm3-a82f-heme-20in1000-post-lipidex,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
799.9969482,4.506980986E-005,799.9969482,0.04333304241,799.9969482,0.02744394355,799.9969482,0.002308031777,799.9969482,0.007762398571,799.9969482,0.002109124558,
798.9923096,-0.0006447031046,798.9923096,0.04547894374,798.9923096,0.02826937102,798.9923096,0.009007824585,798.9923096,0.003604315454,798.9923096,0.002194556408,
797.9871826,-0.0001948776189,797.9871826,0.04148861393,797.9871826,0.02016564645,797.9871826,0.003996958025,797.9871826,0.002599519212,797.9871826,0.002694111783,
797.0163574,-0.0003460092994,797.0163574,0.04115702212,797.0163574,0.02136943117,797.0163574,0.007837984711,797.0163574,0.003798059188,797.0163574,0.002492918866,
796.010437,0.000810053898,796.010437,0.04154287279,796.010437,0.02814454213,796.010437,0.009616502561,796.010437,0.003644331126,796.010437,0.003493684344,
795.0041504,-0.0007653427892,795.0041504,0.04198925197,795.0041504,0.01926453225,795.0041504,0.008414645679,795.0041504,0.002402404789,795.0041504,0.001996403327,
793.9974365,0.001077129622,793.9974365,0.0429424569,793.9974365,0.02423914336,793.9974365,0.007417182438,793.9974365,0.004063504282,793.9974365,0.002462667413,
792.9903564,-0.0001065853357,792.9903564,0.04198628664,792.9903564,0.02456077188,792.9903564,0.009182974696,792.9903564,0.00389852887,792.9903564,0.002023085486,
791.9828491,0.0005744269583,791.9828491,0.04167081416,791.9828491,0.02359463274,791.9828491,0.005588524509,791.9828491,0.007743266877,791.9828491,0.003459501313,
791.0097046,-0.0005499355611,791.0097046,0.04644482955,791.0097046,0.0243927259,791.0097046,0.004319908563,791.0097046,0.00724666426,791.0097046,0.002447334118,
790.0013428,0.0007851058035,790.0013428,0.0418180041,790.0013428,0.02815945633,790.0013428,0.009792825207,790.0013428,0.007729564328,790.0013428,0.002490029205,
788.9926758,0.001192519674,788.9926758,0.040966589,788.9926758,0.02487268671,788.9926758,0.006756439805,788.9926758,0.005370706785,788.9926758,0.002330152784,
787.9835815,0.002016349696,787.9835815,0.04547008872,787.9835815,0.02289505117,787.9835815,0.006922004279,787.9835815,0.004251048435,787.9835815,0.003432026133,
787.0089111,0.0004941594088,787.0089111,0.04343897104,787.0089111,0.02375050262,787.0089111,0.00375531381,787.0089111,0.00813331455,787.0089111,0.003664849559,
785.9989624,0.0001358449226,785.9989624,0.04166126996,785.9989624,0.0259754099,785.9989624,0.005352807231,785.9989624,0.008490794338,785.9989624,0.002819312038,
784.9887695,0.0002639099548,784.9887695,0.04151806235,784.9887695,0.02299646288,784.9887695,0.007937442511,784.9887695,0.00700289011,784.9887695,0.002441320801,
784.0128784,-0.0003618386108,784.0128784,0.04324235395,784.0128784,0.02427776717,784.0128784,0.007227107882,784.0128784,0.001887532999,784.0128784,0.003370193997,
783.001709,-0.0004313048557,783.001709,0.04586267099,783.001709,0.01884678937,783.001709,0.008884341456,783.001709,0.005176574457,783.001709,0.001573192305,
781.9902954,0.001788203255,781.9902954,0.04333035275,781.9902954,0.02391849086,781.9902954,0.008731681854,781.9902954,0.003288599662,781.9902954,0.003104494652,
781.0134277,0.0002347456175,781.0134277,0.04688526317,781.0134277,0.0219713524,781.0134277,0.009312466718,781.0134277,0.006973743439,781.0134277,0.002686167601,
780.0010986,0.0001208525136,780.0010986,0.0416597873,780.0010986,0.0247732494,780.0010986,0.009376049973,780.0010986,0.006626866292,780.0010986,0.002156208968,
778.9884644,0.0005900571123,778.9884644,0.04546319321,778.9884644,0.02457997389,778.9884644,0.009535181336,778.9884644,0.004842228256,778.9884644,0.004269085824,
778.010376,0.0004434717703,778.010376,0.04301899299,778.010376,0.02196454443,778.010376,0.009477579966,778.010376,0.007069372572,778.010376,0.002573061967,
776.9969482,-0.001982526854,776.9969482,0.0415372625,776.9969482,0.02506995946,776.9969482,0.007956135087,776.9969482,0.006818598136,776.9969482,0.001658466761,
775.9831543,-0.0009520253516,775.9831543,0.04576906562,775.9831543,0.0259751901,775.9831543,0.007145890966,775.9831543,0.007829366252,775.9831543,0.002365158172,
775.0039063,-6.621125794E-005,775.0039063,0.04582610354,775.0039063,0.02548014559,775.0039063,0.008848727681,775.0039063,0.008026797324,775.0039063,0.003048756858,
773.9893188,0.0005380883231,773.9893188,0.04380649328,773.9893188,0.02830957063,773.9893188,0.007596960757,773.9893188,0.007326557767,773.9893188,0.003083377145,
773.0093384,0.0003778924001,773.0093384,0.04675859958,773.0093384,0.02687366121,773.0093384,0.007190050557,773.0093384,0.006472186651,773.0093384,0.002822021721,
771.9940186,-0.000644392916,771.9940186,0.04744647816,771.9940186,0.02470860444,771.9940186,0.00715270685,771.9940186,0.005401083268,771.9940186,0.002520386828,
771.0132446,-0.0006460988661,771.0132446,0.04137390852,771.0132446,0.02618673816,771.0132446,0.006318822037,771.0132446,0.005996823311,771.0132446,0.002417476149,
769.9971313,0.001057511661,769.9971313,0.04791668802,769.9971313,0.02855839022,769.9971313,0.008627024479,769.9971313,0.005205496214,769.9971313,0.002765616868,
769.015686,0.0003262857499,769.015686,0.04531047866,769.015686,0.02465057187,769.015686,0.01025590394,769.015686,0.004606130533,769.015686,0.002802845789,
767.9988403,-0.0005394390319,767.9988403,0.04677909985,767.9988403,0.02195888199,767.9988403,0.009142577648,767.9988403,0.007657685317,767.9988403,0.002177801682,
767.0166626,-0.0006192166475,767.0166626,0.04475721344,767.0166626,0.02485635132,767.0166626,0.01050214749,767.0166626,0.003651666455,767.0166626,0.003237715224,
765.9989624,0.0001389004319,765.9989624,0.04736442491,765.9989624,0.0281689316,765.9989624,0.01073871367,765.9989624,0.00771559868,765.9989624,0.003382977331,
765.0160522,-0.000371822156,765.0160522,0.04334963113,765.0160522,0.02548110671,765.0160522,0.006554118358,765.0160522,0.005199864041,765.0160522,0.003255475778,
763.9975586,0.000815448293,763.9975586,0.0460931994,763.9975586,0.02884478122,763.9975586,0.007448466029,763.9975586,0.008146449924,763.9975586,0.003863373771,
763.0139771,-0.000282324123,763.0139771,0.04648023471,763.0139771,0.02610879764,763.0139771,0.008010555059,763.0139771,0.004644852132,763.0139771,0.002656970406,
761.994751,-0.000465283927,761.994751,0.04733910784,761.994751,0.02479662746,761.994751,0.007711250801,761.994751,0.007988933474,761.994751,0.002449338557,
761.010376,-0.0003827882756,761.010376,0.0486472249,761.010376,0.02436572872,761.010376,0.008975820616,761.010376,0.008724233136,761.010376,0.001738481922,
759.9904785,-0.0001553915499,759.9904785,0.04631760344,759.9904785,0.02768677659,759.9904785,0.008128593676,759.9904785,0.00691206241,759.9904785,0.003583382349,
759.0053101,0.0005992333172,759.0053101,0.04555497691,759.0053101,0.02609810419,759.0053101,0.01003840938,759.0053101,0.006349264644,759.0053101,0.003720405046,
757.9846191,0.0001671519713,757.9846191,0.04507993534,757.9846191,0.02647032961,757.9846191,0.01180828921,757.9846191,0.006466511171,757.9846191,0.003272298258,
756.9987793,-0.0003266615677,756.9987793,0.04474909231,756.9987793,0.02741686627,756.9987793,0.007872092538,756.9987793,0.005267459434,756.9987793,0.002311857417,
756.0124512,-0.000295568927,756.0124512,0.04372758791,756.0124512,0.02671884187,756.0124512,0.008107651956,756.0124512,0.006531071849,756.0124512,0.003095526015,
754.9906616,0.0003434613755,754.9906616,0.04806858301,754.9906616,0.02457550913,754.9906616,0.01256293338,754.9906616,0.009882959537,754.9906616,0.002745688194,
754.0037231,-0.0008074089419,754.0037231,0.0493606329,754.0037231,0.0249213744,754.0037231,0.008206511848,754.0037231,0.00992035307,754.0037231,0.002247035969,
753.0164185,0.0006173270522,753.0164185,0.04714043066,753.0164185,0.0262858402,753.0164185,0.01341272332,753.0164185,0.009637278505,753.0164185,0.003452012548,
751.9934692,-0.000218991845,751.9934692,0.0475866273,751.9934692,0.02605610155,751.9934692,0.01041949447,751.9934692,0.007268248592,751.9934692,0.003545486135,
751.0054321,-0.0004984846455,751.0054321,0.04713953659,751.0054321,0.02663001604,751.0054321,0.00903742481,751.0054321,0.009187892079,751.0054321,0.002730344888,
750.0170288,-5.580656216E-005,750.0170288,0.04751843587,750.0170288,0.02925602905,750.0170288,0.01028945949,750.0170288,0.009629814886,750.0170288,0.00432945136,
748.992981,0.001077077701,748.992981,0.0498923324,748.992981,0.02655257285,748.992981,0.008970456198,748.992981,0.009859312326,748.992981,0.003700954607,
748.0039063,-0.0007346433122,748.0039063,0.04666451365,748.0039063,0.02723911218,748.0039063,0.0102838669,748.0039063,0.007420552894,748.0039063,0.001870348235,
747.0144043,0.0003074010892,747.0144043,0.04827737808,747.0144043,0.02691687271,747.0144043,0.01109465398,747.0144043,0.008145131171,747.0144043,0.00447133882,
745.9891968,-0.000885742309,745.9891968,0.04771875963,745.9891968,0.02701371722,745.9891968,0.009165287018,745.9891968,0.006645791233,745.9891968,0.002384783002,
744.9990845,-0.0001088109784,744.9990845,0.04815826192,744.9990845,0.02949375659,744.9990845,0.01198247075,744.9990845,0.008889810182,744.9990845,0.002933472162,
744.0085449,-0.0004337874416,744.0085449,0.05144520476,744.0085449,0.02646636777,744.0085449,0.01047332212,744.0085449,0.008610283956,744.0085449,0.00259196735,
743.0176392,0.0006403211737,743.0176392,0.04738907889,743.0176392,0.02579305321,743.0176392,0.01252459176,743.0176392,0.00787957944,743.0176392,0.003184515983,
741.9910278,0.000394474162,741.9910278,0.04741436988,741.9910278,0.02885219455,741.9910278,0.0126104448,741.9910278,0.008991650306,741.9910278,0.004093710799,
740.9993896,-8.769280976E-005,740.9993896,0.04661061987,740.9993896,0.02689343505,740.9993896,0.01190006733,740.9993896,0.00640017353,740.9993896,0.00315859681,
740.0074463,0.0006334254285,740.0074463,0.04994884133,740.0074463,0.02848925442,740.0074463,0.01356244367,740.0074463,0.009341427125,740.0074463,0.004094547126,
739.0151367,0.000403283484,739.0151367,0.04968096316,739.0151367,0.02969108894,739.0151367,0.01086867042,739.0151367,0.008376431651,739.0151367,0.004003071226,
737.9871216,-2.893954843E-005,737.9871216,0.04821743816,737.9871216,0.02899875678,737.9871216,0.008945801295,737.9871216,0.00899159722,737.9871216,0.003367193975,
736.9940796,0.0001645882876,736.9940796,0.05056564882,736.9940796,0.0275322739,736.9940796,0.01342276111,736.9940796,0.01048713829,736.9940796,0.004252930637,
736.0006714,4.400837497E-005,736.0006714,0.04904213548,736.0006714,0.02919746935,736.0006714,0.0136099048,736.0006714,0.01070745755,736.0006714,0.003259961726,
735.007019,2.309089723E-005,735.007019,0.04724743217,735.007019,0.02937455848,735.007019,0.01136241946,735.007019,0.008971697651,735.007019,0.002621602966,
734.0129395,0.0003077378497,734.0129395,0.04819042236,734.0129395,0.02857876569,734.0129395,0.01333319675,734.0129395,0.009589798748,734.0129395,0.003787823021,
732.9830322,-0.0001375880092,732.9830322,0.04878683388,732.9830322,0.02984752692,732.9830322,0.01184848323,732.9830322,0.008693545125,732.9830322,0.00299307867,
731.9882202,0.0003215709876,731.9882202,0.04783376679,731.9882202,0.02996053174,731.9882202,0.01369896531,731.9882202,0.008969213814,731.9882202,0.004126585089,
730.993103,-2.169189975E-005,730.993103,0.05182137713,730.993103,0.0306006223,730.993103,0.01180791762,730.993103,0.009437075816,730.993103,0.003564512124,
729.9976807,-0.0002526253229,729.9976807,0.04844288528,729.9976807,0.03111196868,729.9976807,0.01153296605,729.9976807,0.009003674611,729.9976807,0.003502243664,
729.0018921,-0.0004131505557,729.0018921,0.05144573003,729.0018921,0.0305484347,729.0018921,0.01101786178,729.0018921,0.009666445665,729.0018921,0.003003400518,
728.0057373,-0.0007173286867,728.0057373,0.05124732107,728.0057373,0.02780476771,728.0057373,0.01330199372,728.0057373,0.01003681961,728.0057373,0.003144307993,
727.0092773,2.60161778E-005,727.0092773,0.04866262898,727.0092773,0.02857058123,727.0092773,0.01274120249,727.0092773,0.009208647534,727.0092773,0.003803516971,
726.0124512,2.531721475E-005,726.0124512,0.052321814,726.0124512,0.02859394439,726.0124512,0.01400595531,726.0124512,0.01200737897,726.0124512,0.00410549622,
725.0152588,0.0001979692315,725.0152588,0.05255109817,725.0152588,0.03232610971,725.0152588,0.01213390939,725.0152588,0.01001816988,725.0152588,0.00418761,
724.0177612,0.0004918011255,724.0177612,0.05069051683,724.0177612,0.03025958687,724.0177612,0.0131831551,724.0177612,0.01051254384,724.0177612,0.003941027448,
722.9842529,-0.000620819279,722.9842529,0.05113787204,722.9842529,0.02951594815,722.9842529,0.01258409023,722.9842529,0.01019921433,722.9842529,0.003301380435,
721.9860229,-0.0007776426501,721.9860229,0.05010842159,721.9860229,0.02821533568,721.9860229,0.01482940558,721.9860229,0.01210321765,721.9860229,0.003685917007,
720.9874878,-0.0005314243026,720.9874878,0.05056739226,720.9874878,0.02972734347,720.9874878,0.01190357935,720.9874878,0.008905241266,720.9874878,0.002277168678,
719.9885254,-0.000250969606,719.9885254,0.05000381917,719.9885254,0.0308005698,719.9885254,0.01147015579,719.9885254,0.009711629711,719.9885254,0.003102513263,
718.9894409,-9.742385737E-005,718.9894409,0.04998093098,718.9894409,0.02907843515,718.9894409,0.01222663466,718.9894409,0.00999960117,718.9894409,0.003653180553,
717.9898071,0.0001621022966,717.9898071,0.05145391822,717.9898071,0.03130856156,717.9898071,0.01201578882,717.9898071,0.01008471847,717.9898071,0.00371492235,
716.9898682,-9.474160834E-006,716.9898682,0.05078856274,716.9898682,0.0304454118,716.9898682,0.01230119076,716.9898682,0.01060319878,716.9898682,0.003583460581,
715.989624,0.0001742216264,715.989624,0.05199305713,715.989624,0.03086165339,715.989624,0.01269892696,715.989624,0.01156787015,715.989624,0.003672028426,
714.9890137,5.001456884E-005,714.9890137,0.05086832494,714.9890137,0.03048134223,714.9890137,0.01285672188,714.9890137,0.01168586966,714.9890137,0.003601470264,
713.9880981,0.0002493275388,713.9880981,0.05095666274,713.9880981,0.03219305724,713.9880981,0.01285450812,713.9880981,0.01077724341,713.9880981,0.003973994404,
712.9868164,-0.0004088575661,712.9868164,0.05167195201,712.9868164,0.03185545281,712.9868164,0.01195125841,712.9868164,0.01055450086,712.9868164,0.002980541438,
711.9852905,-0.0009092499386,711.9852905,0.05035537481,711.9852905,0.02969205752,711.9852905,0.01255560573,711.9852905,0.01076591201,711.9852905,0.002876948565,
710.9832764,-0.0007820354076,710.9832764,0.05093829334,710.9832764,0.03088777885,710.9832764,0.01162412763,710.9832764,0.01116559096,710.9832764,0.003536221338,
710.0167847,0.0002218217269,710.0167847,0.05320332944,710.0167847,0.03210090473,710.0167847,0.01315834001,710.0167847,0.01242191996,710.0167847,0.003254615236,
709.0142212,-0.0003309036547,709.0142212,0.05160145834,709.0142212,0.03124352172,709.0142212,0.01244128589,709.0142212,0.009997376241,709.0142212,0.003546660533,
708.0112915,0.0001511226874,708.0112915,0.05226333067,708.0112915,0.03122558072,708.0112915,0.0125767095,708.0112915,0.01044224389,708.0112915,0.003246347653,
707.0079956,3.927078797E-005,707.0079956,0.05104967207,707.0079956,0.03029644676,707.0079956,0.01366939209,707.0079956,0.01173131727,707.0079956,0.003917779308,
706.0043945,0.0004589417658,706.0043945,0.05245557055,706.0043945,0.03212877735,706.0043945,0.0141005246,706.0043945,0.01207899675,706.0043945,0.004569662269,
705.0004272,-0.0002493138309,705.0004272,0.05131834,705.0004272,0.03026649915,705.0004272,0.01262320951,705.0004272,0.01128919236,705.0004272,0.00293876254,
703.9962158,3.160791675E-005,703.9962158,0.05452065915,703.9962158,0.03080204315,703.9962158,0.01393781416,703.9962158,0.01021898445,703.9962158,0.003549583489,
702.9915771,-1.537599383E-005,702.9915771,0.05234564096,702.9915771,0.02899347059,702.9915771,0.01309678797,702.9915771,0.01359361224,702.9915771,0.003378359601,
701.9866943,-0.000267268013,701.9866943,0.0528248176,701.9866943,0.03235556185,701.9866943,0.01441082172,701.9866943,0.01138027571,701.9866943,0.003986299038,
701.0172729,0.0002832330647,701.0172729,0.05246097594,701.0172729,0.03127999231,701.0172729,0.01598946378,701.0172729,0.01324199699,701.0172729,0.003630548483,
700.0117188,0.0003505857021,700.0117188,0.05227676034,700.0117188,0.0322147198,700.0117188,0.01472886652,700.0117188,0.01252573729,700.0117188,0.003641746938,
699.0057373,5.979699836E-006,699.0057373,0.0537670888,699.0057373,0.03364263475,699.0057373,0.01334264688,699.0057373,0.01146590337,699.0057373,0.004209434614,
697.9995728,0.0002573827805,697.9995728,0.05556837097,697.9995728,0.03194044903,697.9995728,0.01439709496,697.9995728,0.01188216265,697.9995728,0.004046128597,
696.992981,-0.000540990266,696.992981,0.05457246304,696.992981,0.03235547617,696.992981,0.01627058536,696.992981,0.01044842228,696.992981,0.003219512058,
695.9860229,-0.0001393994462,695.9860229,0.05380010605,695.9860229,0.03250001743,695.9860229,0.01415446308,695.9860229,0.01117648091,695.9860229,0.003961559385,
695.0147705,-0.0005972443614,695.0147705,0.05450575054,695.0147705,0.03073438257,695.0147705,0.01717907563,695.0147705,0.01509251539,695.0147705,0.003324934514,
694.0072632,0.0006319736713,694.0072632,0.05630067363,694.0072632,0.03124772198,694.0072632,0.01385025494,694.0072632,0.01206885651,694.0072632,0.003639032133,
692.9993286,0.0004106160777,692.9993286,0.0586071983,692.9993286,0.03286012635,692.9993286,0.01876304671,692.9993286,0.01594319195,692.9993286,0.005139875226,
691.9911499,0.0002409875597,691.9911499,0.05288723484,691.9911499,0.03387298062,691.9911499,0.01774349995,691.9911499,0.0147163067,691.9911499,0.003571506822,
690.982605,0.0005107974284,690.982605,0.05537409708,690.982605,0.03193654865,690.982605,0.01598468423,690.982605,0.01359991543,690.982605,0.003682496957,
690.0097656,0.000553639431,690.0097656,0.05715292692,690.0097656,0.03240950033,690.0097656,0.0166395884,690.0097656,0.01656460762,690.0097656,0.004431063775,
689.0006104,0.0009064883343,689.0006104,0.05799034983,689.0006104,0.03646037355,689.0006104,0.01646672934,689.0006104,0.01356850658,689.0006104,0.003799652215,
687.9911499,-3.654944885E-005,687.9911499,0.05866728351,687.9911499,0.03243792057,687.9911499,0.01582762785,687.9911499,0.01634081267,687.9911499,0.004811733961,
687.017334,0.0005678432644,687.017334,0.05866337195,687.017334,0.03429767862,687.017334,0.01860625297,687.017334,0.01415205654,687.017334,0.003328012535,
686.0071411,-0.00119191315,686.0071411,0.05679562315,686.0071411,0.03565749153,686.0071411,0.01929984614,686.0071411,0.01657896861,686.0071411,0.003252502764,
684.9967041,-0.0003296620853,684.9967041,0.06181281805,684.9967041,0.03773478791,684.9967041,0.01932144165,684.9967041,0.01657071151,684.9967041,0.003566182451,
683.9859619,0.0004562986142,683.9859619,0.05838233605,683.9859619,0.03716465831,683.9859619,0.02168123983,683.9859619,0.01572224125,683.9859619,0.004081847146,
683.0109253,-0.000198241265,683.0109253,0.05999275669,683.0109253,0.03640305996,683.0109253,0.0191778671,683.0109253,0.01922042482,683.0109253,0.003894428257,
681.9994507,0.0007105554105,681.9994507,0.0593588911,681.9994507,0.03651094064,681.9994507,0.0225147251,681.9994507,0.01957626641,681.9994507,0.004224830307,
680.9877319,-0.0009077516734,680.9877319,0.06092499197,680.9877319,0.03889796138,680.9877319,0.0213656798,680.9877319,0.01712922938,680.9877319,0.003596041119,
680.0118408,0.001004189602,680.0118408,0.06088010967,680.0118408,0.03996801004,680.0118408,0.02146431245,680.0118408,0.01824278198,680.0118408,0.005308257416,
678.9994507,-0.0001261498837,678.9994507,0.06337165833,678.9994507,0.03829028457,678.9994507,0.02118225768,678.9994507,0.01793321595,678.9994507,0.003957223147,
677.9866943,0.000101251826,677.9866943,0.06126371399,677.9866943,0.04218396172,677.9866943,0.02279295586,677.9866943,0.01962793805,677.9866943,0.004537330009,
677.0098877,0.0003450934892,677.0098877,0.0656267181,677.0098877,0.03951329365,677.0098877,0.0247666724,677.0098877,0.02082939073,677.0098877,0.004408600274,
675.996582,-0.0007197062951,675.996582,0.06618770212,675.996582,0.04264579341,675.996582,0.02712854929,675.996582,0.02269821987,675.996582,0.004277242348,
674.9829102,0.001132588834,674.9829102,0.0671121031,674.9829102,0.0438574627,674.9829102,0.02710904181,674.9829102,0.02599516883,674.9829102,0.005061378237,
674.005127,0.0005375958863,674.005127,0.07042604685,674.005127,0.04480576888,674.005127,0.02758313343,674.005127,0.02580986544,674.005127,0.00501159532,
672.9909058,0.0003625289537,672.9909058,0.06740942597,672.9909058,0.0471845232,672.9909058,0.02767769992,672.9909058,0.02475609444,672.9909058,0.00432079751,
672.0125122,8.038336819E-005,672.0125122,0.06790392101,672.0125122,0.0450335592,672.0125122,0.03238978237,672.0125122,0.02532842755,672.0125122,0.00498883985,
670.9976196,0.0001539193472,670.9976196,0.06858048588,670.9976196,0.0474970378,670.9976196,0.03152136132,670.9976196,0.02747780643,670.9976196,0.004231312778,
669.9823608,-0.001135890954,669.9823608,0.07282084972,669.9823608,0.04888277501,669.9823608,0.03128138185,669.9823608,0.02779309452,669.9823608,0.003798738122,
669.0031738,-1.278748005E-005,669.0031738,0.07425675541,669.0031738,0.0517623201,669.0031738,0.03592562675,669.0031738,0.03050119616,669.0031738,0.004506700207,
667.9873047,-0.0007777977153,667.9873047,0.07507790625,667.9873047,0.0506297797,667.9873047,0.03885798901,667.9873047,0.02964316681,667.9873047,0.004803201184,
667.0074463,0.0005088018952,667.0074463,0.0784431994,667.0074463,0.05325441808,667.0074463,0.04050778598,667.0074463,0.03385585546,667.0074463,0.005510916468,
665.9910278,0.001123920432,665.9910278,0.08012277633,665.9910278,0.05698725581,665.9910278,0.03976042196,665.9910278,0.03802367672,665.9910278,0.005205181893,
665.010498,2.609383955E-005,665.010498,0.07980681956,665.010498,0.05639840662,665.010498,0.04348652065,665.010498,0.0392289646,665.010498,0.003992699552,
663.9934082,0.0003810791532,663.9934082,0.07976252586,663.9934082,0.05738929659,663.9934082,0.04328276217,663.9934082,0.03772583604,663.9934082,0.004970693961,
663.0124512,9.998311725E-005,663.0124512,0.08378323913,663.0124512,0.06032135338,663.0124512,0.04689904675,663.0124512,0.04080558196,663.0124512,0.00529313786,
661.994751,0.000267173571,661.994751,0.08682157844,661.994751,0.06443112344,661.994751,0.05112290382,661.994751,0.0462086685,661.994751,0.005247101188,
661.0130615,-7.827211084E-005,661.0130615,0.08954060078,661.0130615,0.06563258916,661.0130615,0.05056960136,661.0130615,0.04702130705,661.0130615,0.003884450765,
659.9946899,0.0002931021736,659.9946899,0.0906772092,659.9946899,0.0692665875,659.9946899,0.05269810557,659.9946899,0.04899009317,659.9946899,0.005089428276,
659.0125122,-0.0001601528347,659.0125122,0.0940811038,659.0125122,0.07133512199,659.0125122,0.05485239252,659.0125122,0.04834846407,659.0125122,0.004779776093,
657.9935913,2.609383955E-005,657.9935913,0.09550169855,657.9935913,0.06938197464,657.9935913,0.056014359,657.9935913,0.05044811219,657.9935913,0.00482455967,
657.0107422,8.022802649E-005,657.0107422,0.094931297,657.0107422,0.0714558512,657.0107422,0.06128556281,657.0107422,0.05380842835,657.0107422,0.00535036996,
655.991272,-0.0008481792174,655.991272,0.09692573547,655.991272,0.0746242702,655.991272,0.06432736665,655.991272,0.05458208919,655.991272,0.005228813272,
655.0078125,-0.001068551443,655.0078125,0.09711814672,655.0078125,0.07825609297,655.0078125,0.06287141144,655.0078125,0.05456750095,655.0078125,0.005929271691,
653.9876709,0.0003963655618,653.9876709,0.1025458723,653.9876709,0.07654227316,653.9876709,0.06484426558,653.9876709,0.05373524129,653.9876709,0.005421658512,
653.0036621,-4.571221507E-005,653.0036621,0.1010143384,653.0036621,0.07989212871,653.0036621,0.06377135217,653.0036621,0.06015274301,653.0036621,0.005082120653,
651.9829102,-0.0006678618956,651.9829102,0.1012171358,651.9829102,0.07827565074,651.9829102,0.06600513309,651.9829102,0.05706669018,651.9829102,0.005205837078,
650.998291,0.0006066469941,650.998291,0.1029592976,650.998291,0.08022753894,650.998291,0.06776671112,650.998291,0.06027561054,650.998291,0.005878050812,
